task_id,epoch,stage,loss,ewc_loss,learning_rate,class_name,img_auc,pixel_auc,img_ap,pixel_ap,routing_accuracy
1,5.0,FAST,-34323.0380859375,0.0,9.75772975566101e-05,,,,,,
1,6.0,FAST,-36730.431396484375,0.0,9.623203685930868e-05,,,,,,
1,7.0,FAST,-38950.646484375,0.0,9.46048229473242e-05,,,,,,
1,8.0,FAST,-40861.932861328125,0.0,9.270568813552755e-05,,,,,,
1,9.0,FAST,-42577.171142578125,0.0,9.054634122155989e-05,,,,,,
1,10.0,FAST,-43919.255859375,0.0,8.814009529720152e-05,,,,,,
1,11.0,FAST,-45196.837158203125,0.0,8.550178566873408e-05,,,,,,
1,12.0,FAST,-46438.78759765625,0.0,8.264767839234409e-05,,,,,,
1,13.0,FAST,-47405.41650390625,0.0,7.959536998847741e-05,,,,,,
1,14.0,FAST,-48175.38037109375,0.0,7.636367895343945e-05,,,,,,
1,15.0,FAST,-48981.548095703125,0.0,7.297252973710755e-05,,,,,,
1,16.0,FAST,-49639.181396484375,0.0,6.944282990207194e-05,,,,,,
1,17.0,FAST,-50292.41845703125,0.0,6.57963412215599e-05,,,,,,
1,18.0,FAST,-50836.6083984375,0.0,6.205554551086731e-05,,,,,,
1,19.0,FAST,-51264.99365234375,0.0,5.824350601949142e-05,,,,,,
1,20.0,FAST,-51771.441650390625,0.0,5.438372523852832e-05,,,,,,
1,21.0,FAST,-52216.640380859375,0.0,5.0499999999999994e-05,,,,,,
1,22.0,FAST,-52551.06884765625,0.0,4.6616274761471674e-05,,,,,,
1,23.0,FAST,-52957.27294921875,0.0,4.275649398050858e-05,,,,,,
1,24.0,FAST,-53346.666259765625,0.0,3.894445448913268e-05,,,,,,
1,25.0,FAST,-53730.74755859375,0.0,3.52036587784401e-05,,,,,,
1,26.0,FAST,-53983.457763671875,0.0,3.155717009792805e-05,,,,,,
1,27.0,FAST,-54296.715576171875,0.0,2.802747026289243e-05,,,,,,
1,28.0,FAST,-54580.516357421875,0.0,2.463632104656053e-05,,,,,,
1,29.0,FAST,-54735.1767578125,0.0,2.1404630011522583e-05,,,,,,
1,30.0,FAST,-54872.571044921875,0.0,1.835232160765591e-05,,,,,,
1,31.0,FAST,-54992.35400390625,0.0,1.5498214331265897e-05,,,,,,
1,32.0,FAST,-55242.881591796875,0.0,1.2859904702798466e-05,,,,,,
1,33.0,FAST,-55267.3193359375,0.0,1.0453658778440104e-05,,,,,,
1,34.0,FAST,-55318.90673828125,0.0,8.294311864472434e-06,,,,,,
1,35.0,FAST,-55485.82177734375,0.0,6.395177052675791e-06,,,,,,
1,36.0,FAST,-55461.303466796875,0.0,4.767963140691304e-06,,,,,,
1,37.0,FAST,-55532.4560546875,0.0,3.4227024433898985e-06,,,,,,
1,38.0,FAST,-55525.877197265625,0.0,2.3676889403150093e-06,,,,,,
1,39.0,FAST,-55526.871337890625,0.0,1.6094271405406855e-06,,,,,,
2,0.0,FAST,76662.96814903847,0.0,5e-05,,,,,,
2,1.0,FAST,10425.866736778846,0.0,0.0001,,,,,,
2,2.0,FAST,-11915.03515625,0.0,9.984740801978984e-05,,,,,,
2,3.0,FAST,-15549.1689453125,0.0,9.939057285945931e-05,,,,,,
2,4.0,FAST,-17615.48114483173,0.0,9.863231105968498e-05,,,,,,
2,5.0,FAST,-19796.55183293269,0.0,9.75772975566101e-05,,,,,,
2,6.0,FAST,-22374.125150240383,0.0,9.623203685930868e-05,,,,,,
2,7.0,FAST,-25068.488131009617,0.0,9.46048229473242e-05,,,,,,
2,8.0,FAST,-27766.842247596152,0.0,9.270568813552755e-05,,,,,,
2,9.0,FAST,-30323.54041466346,0.0,9.054634122155989e-05,,,,,,
2,10.0,FAST,-32615.326322115383,0.0,8.814009529720152e-05,,,,,,
2,11.0,FAST,-34726.843449519234,0.0,8.550178566873408e-05,,,,,,
2,12.0,FAST,-36603.868689903844,0.0,8.264767839234409e-05,,,,,,
2,13.0,FAST,-38197.29807692308,0.0,7.959536998847741e-05,,,,,,
2,14.0,FAST,-39565.58774038462,0.0,7.636367895343945e-05,,,,,,
2,15.0,FAST,-40610.293870192305,0.0,7.297252973710755e-05,,,,,,
2,16.0,FAST,-41564.34975961538,0.0,6.944282990207194e-05,,,,,,
2,17.0,FAST,-42305.86057692308,0.0,6.57963412215599e-05,,,,,,
2,18.0,FAST,-42988.14393028846,0.0,6.205554551086731e-05,,,,,,
2,19.0,FAST,-43566.38161057692,0.0,5.824350601949142e-05,,,,,,
2,20.0,FAST,-44096.8828125,0.0,5.438372523852832e-05,,,,,,
2,21.0,FAST,-44609.72716346154,0.0,5.0499999999999994e-05,,,,,,
2,22.0,FAST,-44993.924879807695,0.0,4.6616274761471674e-05,,,,,,
2,23.0,FAST,-45304.018629807695,0.0,4.275649398050858e-05,,,,,,
2,24.0,FAST,-45650.693810096156,0.0,3.894445448913268e-05,,,,,,
2,25.0,FAST,-45886.553786057695,0.0,3.52036587784401e-05,,,,,,
2,26.0,FAST,-46178.22145432692,0.0,3.155717009792805e-05,,,,,,
2,27.0,FAST,-46455.46424278846,0.0,2.802747026289243e-05,,,,,,
2,28.0,FAST,-46665.44801682692,0.0,2.463632104656053e-05,,,,,,
2,29.0,FAST,-46859.3515625,0.0,2.1404630011522583e-05,,,,,,
2,30.0,FAST,-46964.84945913462,0.0,1.835232160765591e-05,,,,,,
2,31.0,FAST,-47180.012019230766,0.0,1.5498214331265897e-05,,,,,,
2,32.0,FAST,-47301.74098557692,0.0,1.2859904702798466e-05,,,,,,
2,33.0,FAST,-47363.61328125,0.0,1.0453658778440104e-05,,,,,,
2,34.0,FAST,-47427.229567307695,0.0,8.294311864472434e-06,,,,,,
2,35.0,FAST,-47540.35276442308,0.0,6.395177052675791e-06,,,,,,
2,36.0,FAST,-47572.820012019234,0.0,4.767963140691304e-06,,,,,,
2,37.0,FAST,-47621.17307692308,0.0,3.4227024433898985e-06,,,,,,
2,38.0,FAST,-47661.26051682692,0.0,2.3676889403150093e-06,,,,,,
2,39.0,FAST,-47646.323918269234,0.0,1.6094271405406855e-06,,,,,,
0,,,,,,leather,1.0,0.9481139173310291,0.0,0.0,1.0
0,,,,,,Task_0_Average,1.0,0.9481139173310291,0.0,0.0,1.0
-1,,,,,,Overall_Average,1.0,0.9481139173310291,0.0,0.0,1.0
0,,,,,,leather,1.0,0.9481139173310291,0.0,0.0,1.0
1,,,,,,grid,0.8170426065162908,0.9237920327996192,0.0,0.0,1.0
0,,,,,,Task_0_Average,1.0,0.9481139173310291,0.0,0.0,1.0
1,,,,,,Task_1_Average,0.8170426065162908,0.9237920327996192,0.0,0.0,1.0
-1,,,,,,Overall_Average,0.9085213032581454,0.9359529750653242,0.0,0.0,1.0
0,,,,,,leather,1.0,0.9481139173310291,0.0,0.0,1.0
1,,,,,,grid,0.8170426065162908,0.9237920327996192,0.0,0.0,1.0
2,,,,,,transistor,0.6383333333333334,0.6991552110803726,0.0,0.0,1.0
0,,,,,,Task_0_Average,1.0,0.9481139173310291,0.0,0.0,1.0
1,,,,,,Task_1_Average,0.8170426065162908,0.9237920327996192,0.0,0.0,1.0
2,,,,,,Task_2_Average,0.6383333333333334,0.6991552110803726,0.0,0.0,1.0
-1,,,,,,Overall_Average,0.8184586466165413,0.8570203870703402,0.0,0.0,1.0
