metric,value
experiment_name,MVTec-WRN50-DIA8-lr3e-4
strategy,MoLE-Flow
final_average_img_auc,0.9820591479279535
final_average_pixel_auc,0.9732861483773607
final_average_img_ap,0.9933453756767794
final_average_pixel_ap,0.45411180211810365
total_classes,15
total_tasks,15
final_routing_accuracy,1.0
---ablation_config---,
use_lora,True
use_router,True
use_task_adapter,True
use_pos_embedding,True
use_task_bias,True
use_mahalanobis,True
---class_results---,
bottle_img_auc,1.0
bottle_pixel_auc,0.9657726042902425
bottle_img_ap,0.9999999999999998
bottle_pixel_ap,0.4637857982078265
cable_img_auc,0.9913793103448276
cable_pixel_auc,0.9772943594467037
cable_img_ap,0.9954580486592439
cable_pixel_ap,0.6312547578814871
capsule_img_auc,0.9676904666932589
capsule_pixel_auc,0.9845723969650032
capsule_img_ap,0.9926013309365291
capsule_pixel_ap,0.3269725026674791
carpet_img_auc,0.9931781701444622
carpet_pixel_auc,0.981816667860297
carpet_img_ap,0.9980371425670067
carpet_pixel_ap,0.37047152466992195
grid_img_auc,0.9924812030075187
grid_pixel_auc,0.9740096367453003
grid_img_ap,0.9975329687241048
grid_pixel_ap,0.17516322170564527
hazelnut_img_auc,1.0
hazelnut_pixel_auc,0.9844033243888929
hazelnut_img_ap,0.9999999999999998
hazelnut_pixel_ap,0.5038578402981476
leather_img_auc,1.0
leather_pixel_auc,0.979322840552413
leather_img_ap,1.0000000000000002
leather_pixel_ap,0.2002513591374659
metal_nut_img_auc,0.9995112414467253
metal_nut_pixel_auc,0.9795301975467591
metal_nut_img_ap,0.9998856097002974
metal_nut_pixel_ap,0.8061163343041725
pill_img_auc,0.9830878341516639
pill_pixel_auc,0.988193200610524
pill_img_ap,0.9969880539245612
pill_pixel_ap,0.7948889847884965
screw_img_auc,0.9305185488829679
screw_pixel_auc,0.9866039921943386
screw_img_ap,0.9733747699066797
screw_pixel_ap,0.23277107324648227
tile_img_auc,1.0
tile_pixel_auc,0.9562704878726963
tile_img_ap,0.9999999999999998
tile_pixel_ap,0.6252800856079958
toothbrush_img_auc,0.8972222222222221
toothbrush_pixel_auc,0.9801199350009764
toothbrush_img_ap,0.9531592371446376
toothbrush_pixel_ap,0.3998854822766146
transistor_img_auc,1.0
transistor_pixel_auc,0.9670787676663415
transistor_img_ap,1.0
transistor_pixel_ap,0.6434818556291008
wood_img_auc,0.9894736842105264
wood_pixel_auc,0.9220372602258223
wood_img_ap,0.9968460231870703
wood_pixel_ap,0.3482357918759865
zipper_img_auc,0.9863445378151261
zipper_pixel_auc,0.9722665542940998
zipper_img_ap,0.9962974504015598
zipper_pixel_ap,0.28926041947473247
---additional_metrics---,
overall_routing_accuracy,1.0
task_0_routing_accuracy,1.0
task_1_routing_accuracy,1.0
task_2_routing_accuracy,1.0
task_3_routing_accuracy,1.0
task_4_routing_accuracy,1.0
task_5_routing_accuracy,1.0
task_6_routing_accuracy,1.0
task_7_routing_accuracy,1.0
task_8_routing_accuracy,1.0
task_9_routing_accuracy,1.0
task_10_routing_accuracy,1.0
task_11_routing_accuracy,1.0
task_12_routing_accuracy,1.0
task_13_routing_accuracy,1.0
task_14_routing_accuracy,1.0
oracle_mean_img_auc,0.9820591479279535
oracle_mean_pixel_auc,0.9732861483773607
